Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
Niall Horan - Nice To Meet Ya,14,,56,,8851964,94536356
Gente De Zona - La Gozadera,47,,88,,2541185,94485801
Gabry Ponte - Thunder,16,,110,,6567858,94457637
NLE Choppa - Camelot,12,,47,,9579243,94451684
Matoma - Running Out,29,,62,,3885945,94404825
Mac DeMarco - Heart To Heart,12,,112,,8933218,94388881
MC MENOR HR - Evoque Prata,10,,69,,10412256,94313927
Bibi Babydoll - Automotivo Bibi Fogosa,10,,90,,10325045,94226360
Drake - Mob Ties,11,,11,,25933856,94167463
Ayo & Teo - Rolex,23,,99,,5150802,94084741
Taylor Swift - loml,5,,19,,40678925,94025099
J. Cole - KOD,10,1.0,6,,25826342,94012159
Capital Cities - Safe And Sound,53,,31,,9203834,93902965
Future - Fine China,14,,21,,14436312,93872289
Juice WRLD - Hate The Other Side,12,,14,,19071066,93766159
2 Chainz - It's A Vibe,22,,106,,4998859,93669512
Peso Pluma - Las Morras,10,,87,,10609442,93567809
LE SSERAFIM - CRAZY,9,,58,,13857134,93532974
Sabrina Carpenter - House Tour,7,,19,,21011818,93505071
King Princess - 1950,15,,61,,8088141,93339639
Metallica - Master Of Puppets,9,,20,,16064478,93254765
MarÃ­lia MendonÃ§a - EsqueÃ§a-Me Se For Capaz,13,,67,,8421110,93243362
Juice WRLD - Conversations,11,1.0,9,,21350095,93242466
The Script - Superheroes,30,,13,,5843081,93167398
Nea - Some Say - Felix Jaehn Remix,14,,75,,7770176,93068558
Ozuna - El Farsante,21,,105,,4972480,93009447
DNCE - Toothbrush,21,,55,,6096845,92982324
Jain - Makeba,9,,60,,12625409,92978528
Ozuna - Dile Que Tu Me Quieres,26,,94,,4792536,92970831
Avicii - Heaven,10,,13,,18246581,92897382
Natanael Cano - Mi Bello Angel,11,,79,,11383723,92882299
Yuridia - QuÃ© AgonÃ­a,12,,128,,8487592,92870873
DJ Snake - A Different Way,17,,66,,7201200,92851548
Kushagra - Finding Her,10,,98,,10046777,92651478
"Bizarrap - Natanael Cano: Bzrp Music Sessions, Vol. 59",6,,17,,23090385,92426677
Labrinth - Formula,13,,68,,8583901,92314430
Lady Gaga - Million Reasons,27,,79,,5446634,92282800
Linkin Park - Somewhere I Belong,11,,138,,9021813,92255979
benny blanco - Bad Decisions,8,,15,,19500644,92221401
Kygo - Raging,21,,43,,7300654,92162832
A Boogie Wit da Hoodie - Startender,14,,57,,8247911,92055080
PARTYNEXTDOOR - Come and See Me,35,,95,,3214687,91777120
Eminem - The Ringer,8,1.0,3,(x1),30918553,91694733
Justin Wellington - Iko Iko,13,,78,,7695321,91665404
Oscar Maydon - Elvira,10,,153,,9854962,91657897
Kevin Gates - 2 Phones,29,,59,,4800818,91594498
Ava Max - Salt,14,,70,,7771808,91482309
Bad Bunny - LA MuDANZA,7,,32,,20401443,91401039
Julia Michaels - Heaven,12,,34,,11159967,91399040
DaBaby - TOES,13,,65,,8695982,91378150
Yng Lvcas - La Bebe,10,,70,,11537248,91308735
Dua Lipa - Illusion,7,,25,,18688898,91161390
Rich The Kid - Splashin,16,,91,,6875259,91069850
Kenshi Yonezu - KICK BACK,11,,66,,9699951,91047386
J Balvin - Machika,14,,63,,7958019,90885626
Madison Beer - bittersweet,10,,95,,10966874,90844504
PEDRO SAMPAIO - DANÃARINA,11,,32,,11110929,90833446
Peso Pluma - gervonta,8,,75,,13458628,90830190
Ozuna - Ibiza,18,,98,,6097459,90787617
Taylor Swift - You Belong With Me (Taylorâs Version),11,,52,,9872084,90728107
NATTI NATASHA - Ram Pam Pam,13,,75,,7947321,90692882
Lil Skies - Nowadays,17,,87,,6232846,90586487
ElyOtto - SugarCrash!,12,,53,,9774180,90467455
Jack Harlow - Nail Tech,12,,36,,11180353,90238717
Surf Curse - Disco,9,,109,,11060976,90187497
Calvin Harris - Potion,10,,26,,15307850,90180284
Demi Lovato - Body Say,19,,59,,5510873,90084120
Eslabon Armado - Jugaste y SufrÃ­,14,,94,,7123703,90066982
Gorillaz - Tormenta,6,,12,,22373744,90041612
Halsey - New Americana,31,,61,,3499359,90038162
KAROL G - LATINA FOREVA,9,,67,,12066668,90024500
Grupo Marca Registrada - El Rescate,14,,129,,6997161,89997136
Macklemore - Good Old Days,15,,56,,7544458,89764609
FousheÃ© - Deep End,13,,67,,8585727,89689926
Billie Eilish - Lost Cause,9,,15,,21178280,89676968
MC Kevin o Chris - Faz um Vuk Vuk (Teto Espelhado),9,,63,,11865533,89577118
"Metro Boomin - Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",7,,30,,16617115,89564837
Chris Rea - Driving Home for Christmas,14,,21,,16575452,89408625
Harry Styles - Little Freak,7,1.0,8,,31315752,89397133
Tyga - SWISH,14,,51,,8459417,89386597
Taylor Swift - Labyrinth,5,,12,,37471646,89377335
Adele - Skyfall - Full Length,10,,152,,9763866,89309100
Pitbull - Fireball,42,,26,,4503000,89264410
Nat King Cole - Joy To The World,10,,97,,12648854,89211282
Robin Thicke - Blurred Lines,59,1.0,8,,3382254,89153778
Nirvana - Something In The Way - Remastered,10,,19,,14195493,89125791
Alan Walker - Sing Me to Sleep,21,,55,,5375539,89074497
Gene Autry - Here Comes Santa Claus (Right Down Santa Claus Lane),8,,71,,16783192,89059253
Metro Boomin - Space Cadet,16,,63,,8046707,89021303
Hugo & Guilherme - Mal Feito - Ao Vivo,14,,72,,7920747,88993755
"Sevdaliza - Ride Or Die, Pt. 2",8,,72,,13383107,88919150
Mahalini - Sial,10,,71,,10734634,88821106
Kygo - Here for You,29,,42,,5212658,88762576
Kanye West - Follow God,6,1.0,4,,31273064,88681073
Robin Schulz - In Your Eyes,15,,84,,6809216,88666621
6ix9ine - MALA,14,,71,,8277285,88628231
Kenshi Yonezu - IRIS OUT,9,,91,,10793605,88625585
Taylor Swift - ME!,3,3.0,2,(x1),37826059,88477470
Noah Cyrus - Make Me (Cry),17,,54,,6663105,88375386
Peso Pluma - LOS CUADROS,9,,116,,11030496,88254601
Super Yei - Lean,14,,76,,7617121,88143169
Lil Pump - Esskeetit,15,,51,,9987084,88119058
Henry Moodie - drunk text,9,,106,,11184251,88087495
Brytiago - Asesina - Remix,17,,124,,5750675,88061167
Lil Uzi Vert - You Was Right,32,,119,,3906269,87935965
AUR - Tu hai kahan,9,,75,,11302893,87927032
Jimin - Like Crazy (English Version),7,,26,,17871930,87729666
Leona Lewis - One More Sleep,11,,93,,11142148,87587486
Ed Sheeran - New Man,11,,12,,21746337,87573517
Nicki Minaj - FTCU,8,,63,,11892608,87244910
Imany - Don't Be So Shy - Filatov & Karas Remix,23,,73,,4818973,87180720
S1mba - Rover,14,,77,,7363347,86815454
Anuel AA - HipÃ³crita,18,,112,,5406598,86807925
Sebastian Yatra - Alguien Robo,23,,138,,4006711,86804780
Justin Bieber - Forever,8,,15,,20915775,86738931
Galantis - Love on Me,21,,62,,5348911,86536413
IVE - After LIKE,10,,48,,11766987,86426944
BTS - No. 29,6,,22,,26464342,86397216
Nadhif Basalamah - penjaga hati,9,,91,,10138731,86374102
Bad Bunny - TURiSTA,6,,26,,22610872,86359056
Miley Cyrus - Slide Away,10,,31,,11820439,86205425
Khalid - My Bad,9,,25,,14550938,86189913
Yo Gotti - Rake It Up,18,,78,,6159502,86186200
Quavo - Tough,6,,21,,22087923,86171196
Ozuna - El Farsante - Remix,18,,102,,5698509,86162174
Adam Lambert - Ghost Town,29,,40,,5288899,86112191
Manuel Turizo - EsperÃ¡ndote,17,,107,,5615491,86049012
Lukas Graham - Mama Said,29,,67,,5123380,86005865
aespa - Supernova,7,,49,,16007716,85960045
Post Malone - Rich & Sad,9,1.0,10,,24285634,85733606
Quality Control - Baby (Lil Baby feat. DaBaby),14,,67,,7412183,85663330
Mother Mother - Hayloft,15,,120,,6184322,85601498
Ryan Castro - Mujeriego,13,,92,,7451004,85530372
Drake - Massive,8,,18,,18630040,85505819
Billie Eilish - SKINNY,5,,16,,33527397,85415389
ZAYN - A Whole New World (End Title),12,,47,,10541734,85313383
Maria Becerra - CORAZÃN VACÃO,9,,80,,10914990,85210921
Ariana Grande - needy,8,1.0,5,,28788883,85164349
"Dj Guuga - Volta BebÃª, Volta NenÃ©m",13,,71,,8044699,85143085
Jess Glynne - I'll Be There,15,,66,,7730507,84912372
The Chainsmokers - The One,11,,18,,15319986,84866290
Doja Cat - Say So,9,,25,,14058611,84802867
Jesse & Joy - 3 A.M.,19,,112,,4947019,84802190
Demi Lovato - Tell Me You Love Me,16,,70,,7115801,84724683
Morgan Wallen - Lies Lies Lies,7,,42,,15383515,84717962
Billie Eilish - THE GREATEST,5,,20,,30132050,84697933
OneRepublic - No Vacancy,17,,64,,7320739,84687758
Gym Class Heroes - Stereo Hearts,16,,136,,5762772,84670800
Taylor Swift - Sweet Nothing,5,,14,,35679681,84628237
James Arthur - Rewrite The Stars,13,,77,,7443990,84584652
Alan Walker - Darkside,14,,67,,7198936,84503083
Taylor Swift - Christmas Tree Farm,8,,76,,16367452,84489757
Ariana Grande - NASA,8,1.0,7,,28597101,84450911
Pritam - Kesariya,11,,71,,9573382,84426152
American Authors - Best Day Of My Life,45,,25,,3370360,84424318
Zedd - I Want You To Know,24,,18,,5865670,84313695
Fetty Wap - My Way,31,,47,,4196102,84267431
Feid - NiÃ±a Bonita,9,,63,,11991424,84038020
Luke Combs - Ain't No Love In Oklahoma (From Twisters: The Album),9,,137,,10095291,83976292
J. Cole - Deja Vu,13,1.0,7,,18608818,83893717
Selena Gomez - The Heart Wants What It Wants,24,,16,,5513005,83778275
C. Tangana - TÃº Me Dejaste De Querer,12,,42,,11345919,83712117
Laufey - Winter Wonderland - Spotify Singles Holiday,6,,33,,26241103,83611650
KHEA - Ayer Me LlamÃ³ Mi Ex,12,,49,,10315187,83599584
BTS - Run BTS,8,,11,,23885529,83569936
Madcon - Don't Worry,35,,54,,3385939,83351197
YG - BIG BANK,15,,81,,7232158,83326373
Cashmere Cat - Trust Nobody,18,,58,,6049362,83109278
Dave - Starlight,10,,44,,10022366,83089567
Nick Jonas - Jealous,29,,30,,3781392,83019971
Ozuna - Quiero Repetir,16,,86,,6258442,82990060
Justin Quiles - PAM,16,,117,,5558611,82980578
Olivia Rodrigo - obsessed,6,,20,,22212381,82895156
Bad Bunny - BOKeTE,6,,27,,21729260,82825435
Rich The Kid - New Freezer,18,,93,,6093388,82740668
Cardi B - Be Careful,11,,27,,12801702,82662714
Olivia Rodrigo - drop dead,2,2.0,2,(x1),48813813,82599197
Kygo - Like It Is,12,,43,,10760952,82439120
Lewis Capaldi - Forget Me,10,,57,,10295883,82422501
Bing Crosby - Mele Kalikimaka (Merry Christmas),6,,46,,21161973,82413298
Omar Courtz - KOKO,7,,66,,14047846,82347743
C. Tangana - Demasiadas Mujeres,12,,71,,7894289,82074073
Kendrick Lamar - Die Hard,7,1.0,8,,28536264,82000753
Katy Perry - Bon AppÃ©tit,14,,47,,9428245,81830952
Shubh - Cheques,9,,96,,10177338,81724457
The Chainsmokers - Setting Fires,15,,42,,7486334,81693912
Kaliii - Area Codes,8,,86,,10973887,81572533
Shawn Mendes - When You're Gone,9,,21,,14619171,81307664
ROSÃ - On The Ground,8,1.0,10,,18358124,81180398
T-Wayne - Nasty Freestyle,22,,20,,6777511,81177979
El Chachito - En Paris,10,,129,,9083177,81154174
Aloe Blacc - The Man,25,7.0,6,,5712862,81148025
Jason Derulo - Love Not War (The Tampa Beat),14,,105,,6802240,81123322
NAYEON - POP!,11,,68,,8941043,81089021
BTS - Black Swan,9,,19,,18424710,81054892
ZAYN - Let Me,11,,28,,12786831,80919256
Jimin - Be Mine,8,,67,,13478855,80848072
Ed Sheeran - How Would You Feel (Paean),10,,17,,18941794,80802361
Israel & Rodolffo - Seu Brilho Sumiu - Ao Vivo,10,,146,,8840631,80746125
Don Toliver - Lose My Mind,8,,71,,12649133,80709289
"Wesley SafadÃ£o - Ele Ã Ele, Eu Sou Eu",14,,107,,6557130,80631023
Luude - Down Under,12,,72,,8111043,80600837
21 Savage - No Heart,20,,93,,4566040,80592386
Drake - Push Ups,4,,27,,27857876,80473664
Harry Styles - Satellite,7,,14,,26496071,80401289
Lil Tecca - Love Me,14,,82,,7070233,80336332
50 Cent - In Da Club,13,,77,,8153204,80329014
Taylor Swift - Fresh Out The Slammer,4,,18,,40767376,80264622
Migos - Narcos,10,,24,,12517414,80243945
Meek Mill - All Eyes on You,26,,35,,4923034,80240921
"Ram Sampath - Sajni (From ""Laapataa Ladies"")",8,,115,,10867225,80199538
"Bizarrap - Nicky Jam: Bzrp Music Sessions, Vol. 41",8,,19,,18555226,80154473
aespa - Whiplash,7,,53,,15391890,80115515
Skrillex - Would You Ever,14,,57,,7671708,80090321
Matt Simons - Catch & Release - Deepend Remix,29,,81,,3592939,80050552
Rauw Alejandro - El Efecto,15,,100,,5897196,80049862
Sam Smith - To Die For,9,,30,,14306272,80000703
Conkarah - Banana,12,,71,,8344055,79965800
Nilo - Fui Mlk,8,,103,,11340882,79849010
The Cure - Boys Don't Cry,9,,143,,9425087,79820251
Juice WRLD - Wasted,14,,80,,6601901,79812281
Sigala - Came Here for Love,17,,78,,5865695,79721822
Bad Bunny - KETU TeCRÃ,5,,24,,23226738,79683174
Peso Pluma - LA PEOPLE II,6,,36,,15910727,79651958
Peso Pluma - Rompe La Dompe,7,,38,,14120134,79594997
Kings of Leon - Sex on Fire,9,,173,,9356927,79557373
Stormzy - Vossi Bop,13,,58,,8523320,79463149
Tai Verdes - A-O-K,13,,111,,6646235,79461131
Nicki Minaj - Anaconda,30,,22,,4838041,79307690
USHER - I Don't Mind,29,,33,,4143383,79229143
MÃ¥neskin - SUPERMODEL,11,,89,,8825019,79099183
Lil Baby - We Paid,13,,68,,7773492,79082866
Mac Miller - Good News,6,,14,,21727425,79066757
Omarion - Post to Be,33,,51,,3349319,79052344
PARTYNEXTDOOR - DIE TRYING,7,,66,,13934338,78941856
Ed Sheeran - Overpass Graffiti,8,,14,,19584255,78777817
Troye Sivan - One Of Your Girls,7,,34,,15629498,78774112
Bad Bunny - El ApagÃ³n,9,,28,,18620094,78751395
Maluma - Aloha,13,,95,,7292025,78581263
Prince - Purple Rain,7,,36,,14635338,78532000
Ofenbach - Overdrive,9,,157,,9164205,78486060
Drake - Big Rings,32,,66,,3257327,78444226
Olivia Holt - History,16,,67,,6051988,78443777
Lil Nas X - Rodeo,9,,27,,13489698,78358328
Chino Pacas - Morena Canela,8,,135,,10449118,78356861
Taylor Swift - The Alchemy,4,,21,,37877255,78301535
Bellakath - Gatita,9,,94,,10957090,78233215
Ellie Goulding - Sixteen,12,,68,,7899790,78200463
NAV - Wanted You,16,,99,,5850462,78052917
Olivia Rodrigo - hope ur ok,8,,22,,19533407,78027817
Anitta - Vai malandra,12,,30,,11436693,77959253
Post Malone - Die For Me,8,,13,,22378443,77922918
Justin Bieber - The Feeling,18,,14,,10120278,77888247
mgk - Home,13,,66,,7265390,77861030
Dean Martin - Rudolph The Red-Nosed Reindeer,9,,116,,11791755,77795863
Gracie Abrams - Close To You,7,,60,,14310290,77555486
Mc Livinho - Novidade na Ãrea,8,,83,,10730990,77542667
Aerosmith - Dream On,10,,104,,8540566,77475802
Drake - Still Here,24,,62,,5428354,77426523
Metro Boomin - Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],8,,24,,18897084,77426078
Muni Long - Made For Me,8,,106,,10663980,77401615
Lady Gaga - Disease,6,,31,,19427000,77357627
Katy Perry - The One That Got Away,6,,40,,16718471,77351755
Drake - Pussy & Millions,5,1.0,5,,33728392,77345636
Drake - Blem,10,,19,,15655914,77207691
NOTD - I Wanna Know,14,,74,,8568128,77193068
DJ Khaled - For Free,19,,58,,5460325,77173993
Little Mix - Black Magic,27,,36,,5279240,77123968
Young M.A - OOOUUU,20,,69,,5003703,77077855
The Jackson 5 - I Saw Mommy Kissing Santa Claus,9,,99,,12972506,77023042
Hugh Jackman - The Greatest Show,15,,73,,7030256,76934418
Mustard - Baguettes in the Face,14,,111,,6309304,76901724
Jamie Miller - Here's Your Perfect,13,,104,,6704440,76732320
Anuv Jain - Husn,8,,88,,10509288,76722991
Robin Schulz - Speechless,14,,116,,6359336,76627763
Lil Tecca - Did It Again,13,,65,,7604997,76446136
Harry Styles - Love Of My Life,7,,15,,25728514,76372309
Disclosure - Omen,19,,28,,6271602,76209634
Bad Bunny - BOOKER T,12,,33,,14423088,76136806
Drake - Summer Sixteen,18,,39,,6698664,76102605
Yb Wasg'ood - LUNA BALA - Slowed,8,,98,,10199153,76096120
WILLOW - t r a n s p a r e n t s o u l feat. Travis Barker,10,,60,,9159591,76076455
Ariana Grande - bloodline,7,1.0,8,,27700350,76027906
Gunna - on one tonight,8,,139,,10701843,75939163
Future - Cinderella,5,,17,,23874969,75882886
"*NSYNC - Merry Christmas, Happy Holidays",10,,109,,12282584,75772009
Ariana Grande - bye,5,,13,,27015821,75743775
"Dean Martin - Baby, It's Cold Outside",9,,98,,10828748,75690051
Ariana Grande - bad idea,7,1.0,9,,27215147,75637307
Billie Eilish - THE DINER,5,,23,,25824822,75478278
21 Savage - Ghostface Killers,13,,36,,10486087,75465884
Mc Davi - Bipolar,11,,79,,8000178,75450656
Harry Styles - Grapejuice,6,,11,,29796513,75447062
KEVIN ROLDAN - Hasta Abajo,12,,91,,7057517,75420545
Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault),4,1.0,6,,37284029,75364932
BeyoncÃ© - Halo,21,,149,,4368364,75364876
Taylor Swift - So High School,5,,29,,26683682,75306259
Peso Pluma - LA PEOPLE,8,,115,,10489181,75187814
Taylor Swift - End Game,13,,47,,9155961,75187049
Justin Bieber - Sorry - Latino Remix,26,,67,,3318650,75185469
Taylor Swift - the 1,7,1.0,5,,29021470,75120501
Daddy Yankee - Si Supieras,13,,98,,6488096,74942507
Tove Lo - Habits (Stay High),33,,25,,4159565,74932327
SZA - Blind,7,,24,,19906708,74844996
PUBLIC - Make You Mine,15,,125,,5590184,74839305
Desiigner - Tiimmy Turner,18,,62,,5388233,74739903
Axwell /\ Ingrosso - Sun Is Shining,22,,32,,5749255,74712605
Bad Bunny - Agosto,9,,30,,17716688,74644928
Mark Ronson - Find U Again,10,,41,,11081625,74627141
"Bizarrap - Nathy Peluso: Bzrp Music Sessions, Vol. 36",11,,83,,8363511,74589472
Juan MagÃ¡n - DÃ©jate Llevar,16,,97,,5830443,74581355
Camilo - El Mismo Aire - con Pablo AlborÃ¡n,15,,135,,5584257,74581185
Abraham Mateo - Loco Enamorado,19,,132,,4264509,74573848
Lady Gaga - Judas,7,,54,,13915085,74538507
Labrinth - Never Felt So Alone,7,,37,,15354275,74519294
Nacho - BÃ¡ilame,17,,95,,5136466,74501800
BTS - FAKE LOVE,10,,14,,16239554,74499528
Big Sean - Moves,17,,48,,7936820,74493298
KEVIN ROLDAN - PPP,15,,121,,5525340,74473493
JENNIE - SOLO,12,,66,,7699543,74459141
Peso Pluma - chiclona,8,,120,,10292322,74457859
Martin Garrix - High On Life,13,,93,,6413598,74444766
Cochise - Tell Em,13,,110,,6715633,74431283
Duki - Goteo,13,,90,,6625076,74399519
ILLIT - NOT CUTE ANYMORE,8,,113,,9789915,74391978
Robin Schulz - All We Got,12,,86,,7483741,74362582
AP Dhillon - Excuses,10,,56,,9225416,74112032
Demi Lovato - Confident,21,,36,,5932853,74067963
Juice WRLD - Life's A Mess,8,1.0,8,,23220482,74053798
The Carters - APESHIT,10,,37,,11444526,73965116
RaÃ­ Saia Rodada - TapÃ£o Na Raba,12,,82,,7339777,73941236
Sia - Audio,13,,76,,7189317,73890371
Justin Bieber - Baby,3,1.0,6,,31147500,73838969
Eminem - Walk On Water,9,,13,,16925764,73812124
Sam Fischer - This City,13,,105,,6061520,73755937
Yellow Claw - In My Room,28,,103,,3013877,73737495
A Great Big World - Say Something,34,6.0,7,,4468700,73725928
Bad Bunny - Estamos Bien,14,,88,,6390645,73717797
Lil Tjay - F.N,13,,82,,7043292,73681839
Rex Orange County - THE SHADE,11,,116,,7510601,73676871
Alesso - REMEDY,12,,53,,9070487,73590863
Freddie Dredd - Limbo,10,,158,,7971047,73588094
Camilo - Ropa Cara,9,,40,,10524510,73568666
Young Thug - Bad Bad Bad,12,,46,,9588772,73505080
Michael Jackson - Thriller,10,,55,,12535565,73447265
Ski Mask The Slump God - Faucet Failure,13,,97,,6920392,73435072
Pablito Pesadilla - BABY OTAKU,8,,47,,11010255,73433900
Bizarrap - Fruto,6,,42,,14726311,73432493
Farruko - Krippy Kush,15,,79,,6284292,73304864
Galantis - Peanut Butter Jelly,32,,68,,3030078,73261982
KAROL G - LOCATION,11,,73,,7656198,73189168
NewJeans - New Jeans,7,,34,,14777089,73016121
The Weeknd - Dancing In The Flames,5,,13,,24496688,72934836
KAROL G - Mi Cama,11,,52,,8909031,72843003
MÃ¥neskin - THE LONELIEST,9,,50,,11136718,72707765
Ariana Grande - supernatural,6,,18,,23652426,72555045
Bad Bunny - PIToRRO DE COCO,5,,33,,19988348,72539226
"Brett Eldredge - Baby, It's Cold Outside",10,,57,,10503742,72532392
Zedd - Get Low,12,,51,,8852238,72515756
Kanye West - Bound 2,9,,77,,9333800,72508998
Sabrina Carpenter - Coincidence,6,,28,,19912210,72271477
The Kid LAROI - Love Again,6,,25,,16980780,72207880
Ramz - Barking,17,,142,,4678700,72135571
Meghan Trainor - Me Too,21,,70,,4518927,72050715
Trueno - DANCE CRIP,10,,79,,8585665,72033746
"Arijit Singh - Satranga (From ""ANIMAL"")",7,,74,,12986948,71978273
Drake - Which One,6,,19,,19731428,71961788
Polo G - Flex,13,,79,,6892795,71904416
Morgan Wallen - Cowgirls,8,,173,,9255746,71893488
Karan Aujla - For A Reason,8,,117,,10012872,71836812
ROSALÃA - Berghain,5,,17,,19843714,71795138
Diego & Victor Hugo - Facas - Ao Vivo,13,,137,,5965347,71704595
"Bizarrap - Milo J: Bzrp Music Sessions, Vol. 57",5,,13,,24048817,71613526
One Direction - What Makes You Beautiful,8,,60,,13858802,71512332
Sech - Se Le Ve,12,,110,,6792957,71433257
Ghea Indrawari - Jiwa Yang Bersedih,8,,112,,9439867,71368960
24kGoldn - VALENTINO,13,,99,,6072700,71316056
Eminem - Fall,8,,14,,19527974,71263541
Taylor Swift - I Can Fix Him (No Really I Can),4,,22,,36512277,71138527
Foster The People - Pumped Up Kicks,22,,160,,9172922,71134422
Noah Kahan - The Great Divide,5,,16,,21665352,71102327
Mae Stephens - If We Ever Broke Up,9,,134,,8629147,71085470
StarBoi3 - Dick,10,,72,,8636608,71002182
JENNIE - Love Hangover,6,,49,,16374508,70999592
